Player,League Value,Proj Value,Avg Cost,FGM,FG%,FTM,3PTM,PTS,REB,AST,ST,BLK,FGM Percentile,FG% Percentile,FTM Percentile,3PTM Percentile,PTS Percentile,REB Percentile,AST Percentile,STL Percentile,BLK Percentile,FGM Z-Score,FG% Z-Score,FTM Z-Score,3PTM Z-Score,PTS Z-Score,REB Z-Score,AST Z-Score,STL Z-Score,BLK Z-Score,Mean Percentile,Mean Percentile/Avg Cost,Mean Z-Score,Mean Z-Score/Avg Cost,Fitted Avg Cost,Avg Cost Residaual
Donovan Mitchell Uta - G,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cheick Diallo NO - F,0,0,NA,36,0.474,15,0,87,73,4,4,7,0.006968641,0.658536585,0.024390244,0.12195122,0.006968641,0.020905923,0.003484321,0.003484321,0.097560976,-1.614859247,0.140850462,-1.025362281,-1.183833741,-1.546826218,-1.302485272,-1.112511139,-1.754252998,-0.891724859,NA,NA,NA,NA,NA,NA
Sam Dekker LAC - F,0,0,NA,203,0.473,38,60,504,284,76,38,21,0.331010453,0.651567944,0.104529617,0.505226481,0.278745645,0.529616725,0.292682927,0.292682927,0.407665505,-0.578719689,0.125260766,-0.833072261,-0.195392264,-0.644761542,-0.206106286,-0.624153868,-0.627327339,-0.459366891,NA,NA,NA,NA,NA,NA
Dejounte Murray SA - G,0,0,1.1,50,0.431,21,9,130,42,48,8,6,0.013937282,0.296167247,0.034843206,0.191637631,0.013937282,0.006968641,0.128919861,0.020905923,0.073170732,-1.527997248,-0.52950648,-0.975199667,-1.03556752,-1.453807559,-1.463564649,-0.814070584,-1.621673509,-0.922607571,0.086720867,90.98804282,-1.149332754,-1205.886671,1.438074212,-0.338074212
E'Twaun Moore NO - G,0,0,NA,283,0.457,57,77,700,152,164,50,32,0.56097561,0.533101045,0.216027875,0.588850174,0.508710801,0.135888502,0.648083624,0.49825784,0.606271777,-0.08236541,-0.124174376,-0.674223984,0.084666154,-0.220769512,-0.891992666,-0.027272759,-0.229588872,-0.119657058,NA,NA,NA,NA,NA,NA
Juancho Hernangomez Den - F,0,0,NA,101,0.451,57,46,305,187,29,30,12,0.066202091,0.470383275,0.216027875,0.418118467,0.090592334,0.240418118,0.041811847,0.170731707,0.202090592,-1.211571395,-0.217712554,-0.674223984,-0.426028609,-1.075243246,-0.710128853,-0.942942642,-0.892486318,-0.737311299,NA,NA,NA,NA,NA,NA
Ante Zizic Cle - C,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Dudley Pho - F,0,0,NA,157,0.454,43,77,434,225,121,42,16,0.181184669,0.50174216,0.135888502,0.588850174,0.191637631,0.341463415,0.505226481,0.3728223,0.296167247,-0.864123399,-0.170943465,-0.791270083,0.084666154,-0.796187267,-0.512676714,-0.318930574,-0.49474785,-0.613780451,NA,NA,NA,NA,NA,NA
"Nene Hilario Hou - F,C",0,0,NA,245,0.617,116,3,609,282,65,56,39,0.463414634,0.965156794,0.574912892,0.174216028,0.418118467,0.526132404,0.226480836,0.574912892,0.693379791,-0.318133692,2.370177038,-0.18095828,-1.134411667,-0.417622954,-0.216498504,-0.698764006,-0.030719638,0.096521926,NA,NA,NA,NA,NA,NA
T.J. McConnell Phi - G,0,0,1,236,0.461,73,11,556,251,534,134,10,0.442508711,0.571428571,0.334494774,0.202090592,0.348432056,0.445993031,0.975609756,0.982578397,0.160278746,-0.373973549,-0.06181559,-0.540457013,-1.00261947,-0.53227386,-0.377577881,2.482340995,2.554580403,-0.799076723,NA,NA,NA,NA,NA,NA
"Patrick McCaw GS - G,F",0,0,NA,106,0.433,29,41,282,100,77,32,15,0.080139373,0.31358885,0.052264808,0.358885017,0.069686411,0.031358885,0.303135889,0.198606272,0.275261324,-1.180549252,-0.498327088,-0.908316182,-0.508398732,-1.124997413,-1.162190331,-0.617371128,-0.826196573,-0.644663163,NA,NA,NA,NA,NA,NA
"Lance Thomas NY - G,F",0,0,NA,97,0.398,43,38,275,142,35,21,5,0.06271777,0.104529617,0.135888502,0.334494774,0.066202091,0.108013937,0.06271777,0.101045296,0.048780488,-1.236389109,-1.043966459,-0.791270083,-0.557820806,-1.140139985,-0.943953755,-0.902246203,-1.190790169,-0.953490283,NA,NA,NA,NA,NA,NA
"Iman Shumpert Cle - G,F",0,0,NA,201,0.411,71,94,567,218,109,62,27,0.320557491,0.177700348,0.31358885,0.675958188,0.362369338,0.317073171,0.449477352,0.641114983,0.515679443,-0.591128546,-0.841300407,-0.557177884,0.364724573,-0.508478389,-0.549049476,-0.400323452,0.168149596,-0.274070619,NA,NA,NA,NA,NA,NA
Doug McDermott NY - F,0,0,NA,222,0.447,71,77,592,179,58,13,5,0.386759582,0.43554007,0.31358885,0.588850174,0.407665505,0.219512195,0.191637631,0.034843206,0.048780488,-0.460835548,-0.280071339,-0.557177884,0.084666154,-0.454397773,-0.751697725,-0.746243186,-1.455949147,-0.953490283,NA,NA,NA,NA,NA,NA
"James Ennis III Mem - G,F",0,0,NA,146,0.455,86,51,429,259,64,46,19,0.139372822,0.519163763,0.425087108,0.449477352,0.18466899,0.466898955,0.222996516,0.432055749,0.341463415,-0.932372113,-0.155353768,-0.43177135,-0.343658486,-0.80700339,-0.33600901,-0.705546746,-0.362168361,-0.521132315,NA,NA,NA,NA,NA,NA
Justin Jackson Sac - F,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bismack Biyombo Orl - F,C",0,0,1.2,179,0.528,125,0,483,567,74,25,91,0.24738676,0.846689895,0.613240418,0.12195122,0.257839721,0.909407666,0.275261324,0.12195122,0.930313589,-0.727625973,0.982694064,-0.105714359,-1.183833741,-0.690189259,1.264392543,-0.637719348,-1.058210679,1.702422952,0.48044909,263.5174352,-0.050420422,-27.65466857,2.151142683,-0.951142683
"Bobby Portis Chi - F,C",0,0,1.6,183,0.488,39,32,437,296,35,16,11,0.261324042,0.731707317,0.111498258,0.303135889,0.209059233,0.571428571,0.06271777,0.059233449,0.18466899,-0.702808259,0.359106211,-0.824711825,-0.656664953,-0.789697593,-0.143752979,-0.902246203,-1.35651453,-0.768194011,0.277197058,58.97764197,-0.642831571,-136.7716187,3.210101189,-1.610101189
Ivica Zubac LAL - C,0,0,1,126,0.529,32,0,284,159,30,14,33,0.101045296,0.857142857,0.066202091,0.12195122,0.073170732,0.153310105,0.048780488,0.041811847,0.62369338,-1.056460683,0.99828376,-0.883234875,-1.183833741,-1.120670964,-0.855619903,-0.936159902,-1.422804275,-0.088774346,NA,NA,NA,NA,NA,NA
"Kosta Koufos Sac - F,C",0,0,NA,216,0.551,38,0,470,403,47,36,48,0.369337979,0.916376307,0.104529617,0.12195122,0.243902439,0.745644599,0.118466899,0.254355401,0.787456446,-0.498062118,1.34125708,-0.833072261,-1.183833741,-0.71831118,0.412230677,-0.820853324,-0.693617084,0.374466334,NA,NA,NA,NA,NA,NA
Jonas Jerebko Uta - F,0,0,NA,114,0.435,26,45,299,272,71,25,17,0.087108014,0.331010453,0.041811847,0.404181185,0.087108014,0.50174216,0.257839721,0.12195122,0.31358885,-1.130913825,-0.467147695,-0.933397489,-0.442502633,-1.088222594,-0.268459593,-0.658067567,-1.058210679,-0.582897739,NA,NA,NA,NA,NA,NA
Cameron Payne Chi - G,0,0,NA,64,0.332,5,27,160,48,55,14,4,0.020905923,0.006968641,0.003484321,0.282229965,0.020905923,0.013937282,0.156794425,0.041811847,0.034843206,-1.441135249,-2.072886418,-1.108966638,-0.739035077,-1.388910819,-1.432387995,-0.766591405,-1.422804275,-0.984372995,NA,NA,NA,NA,NA,NA
"Jon Leuer Det - F,C",0,0,1.2,310,0.48,98,49,767,402,111,31,26,0.62369338,0.693379791,0.484320557,0.43902439,0.567944251,0.735191638,0.470383275,0.18815331,0.49825784,0.08515416,0.23438864,-0.331446122,-0.376606535,-0.07583346,0.407034568,-0.386757972,-0.859341446,-0.304953331,0.522260937,286.4504593,-0.178706833,-98.01739092,2.258891052,-1.058891052
Cristiano Felicio Chi - C,0,0,NA,128,0.579,60,0,316,311,40,25,17,0.108013937,0.947735192,0.236933798,0.12195122,0.101045296,0.613240418,0.083623693,0.12195122,0.31358885,-1.044051826,1.777768577,-0.649142677,-1.183833741,-1.051447775,-0.065811345,-0.868332503,-1.058210679,-0.582897739,NA,NA,NA,NA,NA,NA
"Channing Frye Cle - F,C",0,0,1.5,238,0.458,63,137,676,290,45,33,38,0.449477352,0.536585366,0.254355401,0.867595819,0.484320557,0.543554007,0.104529617,0.209059233,0.672473868,-0.361564692,-0.108584679,-0.62406137,1.073107632,-0.272686903,-0.174929633,-0.834418804,-0.793051701,0.065639214,0.45799458,112.9553618,-0.225616771,-55.64394226,2.422897795,-0.922897795
"Dwight Powell Dal - F,C",0,0,NA,194,0.515,107,21,516,306,49,61,39,0.303135889,0.81533101,0.543554007,0.243902439,0.292682927,0.595818815,0.132404181,0.634146341,0.693379791,-0.634559545,0.780028012,-0.256202201,-0.837879224,-0.618802846,-0.09179189,-0.807287844,0.135004724,0.096521926,NA,NA,NA,NA,NA,NA
"Amir Johnson Phi - F,C",0,0,NA,213,0.576,67,27,520,366,140,51,62,0.355400697,0.93728223,0.292682927,0.282229965,0.299651568,0.68989547,0.578397213,0.512195122,0.850174216,-0.516675404,1.730999488,-0.590619627,-0.739035077,-0.610149948,0.219974647,-0.190058516,-0.196443999,0.806824303,NA,NA,NA,NA,NA,NA
"Thabo Sefolosha Uta - G,F",0,0,NA,174,0.441,55,41,444,270,107,96,31,0.233449477,0.369337979,0.205574913,0.358885017,0.216027875,0.49825784,0.445993031,0.912891986,0.585365854,-0.758648115,-0.373609517,-0.690944855,-0.508398732,-0.77455502,-0.278851811,-0.413888932,1.295075255,-0.150539771,NA,NA,NA,NA,NA,NA
Ish Smith Det - G,0,0,1.2,329,0.439,72,28,758,235,418,61,33,0.662020906,0.355400697,0.327526132,0.289198606,0.557491289,0.3728223,0.926829268,0.634146341,0.62369338,0.203038301,-0.40478891,-0.548817449,-0.722561052,-0.095302482,-0.460715624,1.695543169,0.135004724,-0.088774346,0.527680991,289.4232588,-0.031930408,-17.51323775,2.19122077,-0.99122077
Zaza Pachulia GS - C,0,0,1.2,164,0.534,98,0,426,410,132,59,33,0.202090592,0.87456446,0.484320557,0.12195122,0.181184669,0.756097561,0.543554007,0.602787456,0.62369338,-0.8206924,1.076232242,-0.331446122,-1.183833741,-0.813493064,0.44860344,-0.244320435,0.068714979,-0.088774346,0.487804878,267.5519487,-0.209889939,-115.1207472,2.362826009,-1.162826009
Garrett Temple Sac - G,0,0,NA,183,0.424,58,82,506,184,168,84,28,0.261324042,0.25087108,0.222996516,0.613240418,0.282229965,0.229965157,0.655052265,0.832752613,0.536585366,-0.702808259,-0.638634355,-0.665863548,0.167036277,-0.640435093,-0.72571718,-0.000141799,0.897336787,-0.243187907,NA,NA,NA,NA,NA,NA
"Marreese Speights Orl - F,C",0,0,NA,244,0.445,120,103,711,373,66,23,41,0.459930314,0.428571429,0.606271777,0.707317073,0.519163763,0.700348432,0.240418118,0.108013937,0.735191638,-0.324338121,-0.311250732,-0.147516537,0.512990795,-0.19697404,0.256347409,-0.691981267,-1.124500424,0.15828735,NA,NA,NA,NA,NA,NA
"Matt Barnes GS - G,F",0,0,NA,185,0.391,70,87,527,384,195,48,26,0.271777003,0.073170732,0.306620209,0.634146341,0.317073171,0.710801394,0.724738676,0.466898955,0.49825784,-0.690399402,-1.153094334,-0.56553832,0.249406401,-0.595007375,0.313504608,0.182992177,-0.295878616,-0.304953331,NA,NA,NA,NA,NA,NA
"Solomon Hill NO - G,F",0,0,NA,183,0.383,103,94,563,307,141,72,32,0.261324042,0.055749129,0.512195122,0.675958188,0.358885017,0.599303136,0.585365854,0.724738676,0.606271777,-0.702808259,-1.277811904,-0.289643943,0.364724573,-0.517131288,-0.086595781,-0.183275776,0.499598319,-0.119657058,NA,NA,NA,NA,NA,NA
"Vince Carter Sac - G,F",0,0,NA,193,0.394,88,112,586,227,133,60,36,0.299651568,0.094076655,0.428571429,0.766550523,0.393728223,0.355400697,0.547038328,0.609756098,0.651567944,-0.640763974,-1.106325245,-0.415050478,0.661257016,-0.467377121,-0.502284496,-0.237537695,0.101859851,0.00387379,NA,NA,NA,NA,NA,NA
"David Lee SA - F,C",0,0,NA,248,0.59,80,0,576,441,123,31,40,0.477351916,0.954703833,0.379790941,0.12195122,0.369337979,0.780487805,0.522648084,0.18815331,0.721254355,-0.299520407,1.949255237,-0.481933964,-1.183833741,-0.489009367,0.609682817,-0.305365094,-0.859341446,0.127404638,NA,NA,NA,NA,NA,NA
"Justin Holiday Chi - G,F",0,0,NA,233,0.433,66,97,629,226,102,65,31,0.425087108,0.31358885,0.282229965,0.68641115,0.43554007,0.351916376,0.428571429,0.662020906,0.585365854,-0.392586834,-0.498327088,-0.598980063,0.414146647,-0.374358461,-0.507480605,-0.447802631,0.267584213,-0.150539771,NA,NA,NA,NA,NA,NA
"Marco Belinelli Atl - G,F",0,0,NA,264,0.429,150,102,780,178,147,44,9,0.512195122,0.282229965,0.717770035,0.700348432,0.585365854,0.212543554,0.599303136,0.400696864,0.142857143,-0.200249551,-0.560685873,0.103296533,0.49651677,-0.04771154,-0.756893834,-0.142579337,-0.428458105,-0.829959435,NA,NA,NA,NA,NA,NA
Raymond Felton OKC - G,0,0,NA,221,0.43,50,46,538,218,191,66,22,0.383275261,0.289198606,0.191637631,0.418118467,0.337979094,0.317073171,0.717770035,0.679442509,0.418118467,-0.467039976,-0.545096177,-0.732747033,-0.426028609,-0.571211904,-0.549049476,0.155861218,0.300729085,-0.428484179,NA,NA,NA,NA,NA,NA
"Nick Young GS - G,F",0,0,1.2,272,0.43,77,170,791,138,58,37,14,0.536585366,0.289198606,0.365853659,0.93728223,0.588850174,0.101045296,0.191637631,0.268292683,0.254355401,-0.150614123,-0.545096177,-0.50701527,1.616750444,-0.023916069,-0.964738191,-0.746243186,-0.660472212,-0.675545875,0.392566783,215.3156158,-0.295210073,-161.9172622,2.727782744,-1.527782744
"Manu Ginobili SA - G,F",0,0,1.1,171,0.39,86,89,517,157,183,82,16,0.216027875,0.069686411,0.425087108,0.641114983,0.296167247,0.149825784,0.68641115,0.81533101,0.296167247,-0.777261401,-1.16868403,-0.43177135,0.28235445,-0.616639621,-0.866012121,0.101599299,0.831047042,-0.613780451,0.399535424,419.1949115,-0.362127576,-379.9463779,3.034441818,-1.934441818
Jameer Nelson Den - G,0,0,NA,268,0.444,45,106,687,192,385,54,8,0.519163763,0.411149826,0.163763066,0.731707317,0.50174216,0.257839721,0.905923345,0.554006969,0.128919861,-0.175431837,-0.326840428,-0.774549212,0.562412868,-0.248891432,-0.684148308,1.471712753,-0.097009382,-0.860842147,NA,NA,NA,NA,NA,NA
"Nik Stauskas Phi - G,F",0,0,NA,251,0.396,122,132,756,226,188,45,32,0.484320557,0.097560976,0.609756098,0.843205575,0.554006969,0.351916376,0.710801394,0.411149826,0.606271777,-0.280907121,-1.075145852,-0.130795666,0.990737508,-0.099628932,-0.507480605,0.135512998,-0.395313233,-0.119657058,NA,NA,NA,NA,NA,NA
Dante Cunningham NO - F,0,0,NA,174,0.485,16,71,435,277,37,39,28,0.233449477,0.717770035,0.027874564,0.547038328,0.198606272,0.512195122,0.073170732,0.303135889,0.536585366,-0.758648115,0.312337122,-1.017001846,-0.014177993,-0.794024042,-0.242479049,-0.888680723,-0.594182467,-0.243187907,NA,NA,NA,NA,NA,NA
David West GS - F,0,0,NA,135,0.536,43,3,316,203,151,42,48,0.12195122,0.881533101,0.135888502,0.174216028,0.101045296,0.278745645,0.613240418,0.3728223,0.787456446,-1.000620826,1.107411635,-0.791270083,-1.134411667,-1.051447775,-0.62699111,-0.115448377,-0.49474785,0.374466334,NA,NA,NA,NA,NA,NA
Luc Richard Mbah a Moute Hou - F,0,0,NA,191,0.505,59,43,484,170,39,81,35,0.289198606,0.780487805,0.229965157,0.37630662,0.261324042,0.195121951,0.080139373,0.797909408,0.637630662,-0.653172831,0.624131048,-0.657503112,-0.475450683,-0.688026035,-0.798462705,-0.875115243,0.79790217,-0.027008922,NA,NA,NA,NA,NA,NA
Luol Deng LAL - F,0,0,NA,164,0.387,46,51,425,295,74,48,20,0.202090592,0.06271777,0.167247387,0.449477352,0.174216028,0.567944251,0.275261324,0.466898955,0.383275261,-0.8206924,-1.215453119,-0.766188776,-0.343658486,-0.815656289,-0.148949088,-0.637719348,-0.295878616,-0.490249603,NA,NA,NA,NA,NA,NA
Ty Lawson Sac - G,0,0,NA,237,0.454,173,34,681,180,334,74,6,0.445993031,0.50174216,0.759581882,0.317073171,0.494773519,0.222996516,0.87804878,0.742160279,0.073170732,-0.36776912,-0.170943465,0.295586553,-0.623716904,-0.26187078,-0.746501616,1.12579302,0.565888064,-0.922607571,NA,NA,NA,NA,NA,NA
"Lucas Nogueira Tor - F,C",0,0,1,103,0.66,44,3,253,244,42,52,89,0.073170732,0.989547038,0.149825784,0.174216028,0.059233449,0.411149826,0.090592334,0.526132404,0.926829268,-1.199162538,3.04053398,-0.782909647,-1.134411667,-1.187730927,-0.413950644,-0.854767024,-0.163299127,1.640657528,NA,NA,NA,NA,NA,NA
"Wayne Ellington Mia - G,F",0,0,NA,231,0.416,37,149,648,131,70,35,4,0.421602787,0.198606272,0.094076655,0.912891986,0.470383275,0.087108014,0.25087108,0.243902439,0.034843206,-0.404995691,-0.763351925,-0.841432697,1.270795927,-0.333257193,-1.001110954,-0.664850307,-0.726761956,-0.984372995,NA,NA,NA,NA,NA,NA
Langston Galloway Det - G,0,0,NA,207,0.38,51,120,585,156,93,46,6,0.337979094,0.052264808,0.195121951,0.804878049,0.386759582,0.142857143,0.365853659,0.432055749,0.073170732,-0.553901975,-1.324580993,-0.724386598,0.793049213,-0.469540346,-0.87120823,-0.50884729,-0.362168361,-0.922607571,NA,NA,NA,NA,NA,NA
"Jason Smith Was - F,C",0,0,NA,174,0.529,35,37,420,258,37,21,54,0.233449477,0.857142857,0.080139373,0.324041812,0.170731707,0.456445993,0.073170732,0.101045296,0.81533101,-0.758648115,0.99828376,-0.858153568,-0.57429483,-0.826472412,-0.341205119,-0.888680723,-1.190790169,0.559762606,NA,NA,NA,NA,NA,NA
Jerami Grant OKC - F,0,0,NA,152,0.463,90,43,437,205,46,33,79,0.160278746,0.585365854,0.445993031,0.37630662,0.209059233,0.289198606,0.108013937,0.209059233,0.902439024,-0.895145542,-0.030636198,-0.398329607,-0.475450683,-0.789697593,-0.616598892,-0.827636064,-0.793051701,1.331830407,NA,NA,NA,NA,NA,NA
Anthony Tolliver Det - F,0,0,NA,155,0.442,61,90,461,237,77,34,20,0.174216028,0.390243902,0.243902439,0.648083624,0.233449477,0.379790941,0.303135889,0.229965157,0.383275261,-0.876532256,-0.358019821,-0.640782241,0.298828474,-0.737780202,-0.450323406,-0.617371128,-0.759906829,-0.490249603,NA,NA,NA,NA,NA,NA
Aron Baynes Bos - C,0,0,NA,143,0.513,79,0,365,333,32,17,39,0.132404181,0.797909408,0.3728223,0.12195122,0.12195122,0.644599303,0.052264808,0.06271777,0.693379791,-0.950985398,0.748848619,-0.490294399,-1.183833741,-0.945449767,0.048503052,-0.922594422,-1.323369658,0.096521926,NA,NA,NA,NA,NA,NA
Jeff Green Cle - F,0,0,NA,220,0.394,145,53,638,214,81,37,13,0.379790941,0.094076655,0.68989547,0.456445993,0.456445993,0.31010453,0.327526132,0.268292683,0.233449477,-0.473244404,-1.106325245,0.061494354,-0.310710436,-0.35488944,-0.569833912,-0.590240168,-0.660472212,-0.706428587,NA,NA,NA,NA,NA,NA
"Kyle Anderson SA - G,F",0,0,NA,93,0.445,45,15,246,208,92,51,26,0.055749129,0.428571429,0.163763066,0.219512195,0.055749129,0.296167247,0.362369338,0.512195122,0.49825784,-1.261206823,-0.311250732,-0.774549212,-0.936723372,-1.2028735,-0.601010565,-0.51563003,-0.196443999,-0.304953331,NA,NA,NA,NA,NA,NA
"Gerald Henderson Phi - G,F",0,0,NA,234,0.424,133,61,662,185,112,40,14,0.428571429,0.25087108,0.655052265,0.512195122,0.477351916,0.233449477,0.473867596,0.327526132,0.254355401,-0.386382406,-0.638634355,-0.038830874,-0.17891824,-0.302972048,-0.720521071,-0.379975232,-0.561037595,-0.675545875,NA,NA,NA,NA,NA,NA
Jason Terry Mil - G,0,0,NA,105,0.432,24,73,307,106,98,46,20,0.076655052,0.299651568,0.038327526,0.56445993,0.094076655,0.034843206,0.407665505,0.432055749,0.383275261,-1.186753681,-0.513916784,-0.95011836,0.018770056,-1.070916797,-1.131013677,-0.474933591,-0.362168361,-0.490249603,NA,NA,NA,NA,NA,NA
Shaun Livingston GS - G,0,0,NA,173,0.547,42,1,389,151,139,38,20,0.219512195,0.905923345,0.118466899,0.142857143,0.139372822,0.12543554,0.571428571,0.292682927,0.383275261,-0.764852544,1.278898294,-0.799630519,-1.167359717,-0.893532376,-0.897188775,-0.196841256,-0.627327339,-0.490249603,NA,NA,NA,NA,NA,NA
Brandon Jennings Was - G,0,0,NA,192,0.359,114,79,577,196,395,70,4,0.296167247,0.031358885,0.56445993,0.606271777,0.37630662,0.264808362,0.909407666,0.710801394,0.034843206,-0.646968402,-1.651964617,-0.197679151,0.117614204,-0.486846143,-0.663363873,1.539540152,0.433308575,-0.984372995,NA,NA,NA,NA,NA,NA
"Arron Afflalo Orl - G,F",0,0,NA,185,0.44,83,62,515,125,78,21,7,0.271777003,0.365853659,0.397212544,0.515679443,0.289198606,0.073170732,0.306620209,0.101045296,0.097560976,-0.690399402,-0.389199213,-0.456852657,-0.162444215,-0.620966071,-1.032287607,-0.610588388,-1.190790169,-0.891724859,NA,NA,NA,NA,NA,NA
"Corey Brewer LAL - G,F",0,0,NA,147,0.422,50,27,371,166,97,61,20,0.142857143,0.233449477,0.191637631,0.282229965,0.128919861,0.181184669,0.397212544,0.634146341,0.383275261,-0.926167684,-0.669813747,-0.732747033,-0.739035077,-0.932470419,-0.819247141,-0.481716331,0.135004724,-0.490249603,NA,NA,NA,NA,NA,NA
"Al Jefferson Ind - F,C",0,0,1.3,235,0.499,65,0,535,278,57,19,16,0.43902439,0.75261324,0.275261324,0.12195122,0.331010453,0.515679443,0.177700348,0.076655052,0.296167247,-0.380177977,0.53059287,-0.607340498,-1.183833741,-0.577701578,-0.23728294,-0.753025925,-1.257079913,-0.613780451,0.331784746,126.4595798,-0.56440335,-215.1220371,3.449414901,-2.149414901
"Shabazz Muhammad Min - G,F",0,0,NA,288,0.482,147,49,772,220,35,22,6,0.571428571,0.707317073,0.710801394,0.43902439,0.574912892,0.327526132,0.06271777,0.104529617,0.073170732,-0.051343267,0.265568033,0.078215226,-0.376606535,-0.065017337,-0.538657258,-0.902246203,-1.157645296,-0.922607571,NA,NA,NA,NA,NA,NA
Justin Anderson Phi - F,0,0,NA,186,0.425,102,58,532,245,66,41,23,0.278745645,0.261324042,0.50174216,0.494773519,0.327526132,0.418118467,0.240418118,0.355400697,0.442508711,-0.684194973,-0.623044658,-0.298004379,-0.228340313,-0.584191252,-0.408754535,-0.691981267,-0.527892722,-0.397601467,NA,NA,NA,NA,NA,NA
Nemanja Bjelica Min - F,0,0,NA,151,0.424,45,56,403,244,79,40,20,0.156794425,0.25087108,0.163763066,0.484320557,0.156794425,0.411149826,0.31358885,0.327526132,0.383275261,-0.90134997,-0.638634355,-0.774549212,-0.261288363,-0.863247231,-0.413950644,-0.603805648,-0.561037595,-0.490249603,NA,NA,NA,NA,NA,NA
"Justin Hamilton Tor - F,C",0,0,NA,174,0.459,39,55,442,262,55,29,43,0.233449477,0.554006969,0.111498258,0.470383275,0.212543554,0.477351916,0.156794425,0.153310105,0.75261324,-0.758648115,-0.092994983,-0.824711825,-0.277762387,-0.77888147,-0.320420683,-0.766591405,-0.92563119,0.220052774,NA,NA,NA,NA,NA,NA
"Meyers Leonard Por - F,C",0,0,NA,146,0.386,35,74,401,237,71,13,28,0.139372822,0.059233449,0.080139373,0.567944251,0.153310105,0.379790941,0.257839721,0.034843206,0.536585366,-0.932372113,-1.231042815,-0.858153568,0.035244081,-0.86757368,-0.450323406,-0.658067567,-1.455949147,-0.243187907,NA,NA,NA,NA,NA,NA
Jerian Grant Chi - G,0,0,NA,128,0.425,65,49,370,111,121,47,8,0.108013937,0.261324042,0.275261324,0.43902439,0.12543554,0.038327526,0.505226481,0.449477352,0.128919861,-1.044051826,-0.623044658,-0.607340498,-0.376606535,-0.934633644,-1.105033132,-0.318930574,-0.329023489,-0.860842147,NA,NA,NA,NA,NA,NA
Devin Harris Dal - G,0,0,NA,136,0.399,107,58,437,127,136,43,7,0.12543554,0.118466899,0.543554007,0.494773519,0.209059233,0.076655052,0.554006969,0.386759582,0.097560976,-0.994416398,-1.028376763,-0.256202201,-0.228340313,-0.789697593,-1.021895389,-0.217189475,-0.461602978,-0.891724859,NA,NA,NA,NA,NA,NA
Salah Mejri Dal - C,0,0,NA,88,0.642,36,1,213,308,14,32,61,0.052264808,0.975609756,0.090592334,0.142857143,0.041811847,0.606271777,0.013937282,0.198606272,0.843205575,-1.292228965,2.759919446,-0.849793132,-1.167359717,-1.274259913,-0.081399672,-1.04468374,-0.826196573,0.775941591,NA,NA,NA,NA,NA,NA
Tim Frazier Was - G,0,0,NA,163,0.403,98,40,464,173,335,56,6,0.195121951,0.142857143,0.484320557,0.348432056,0.236933798,0.202090592,0.881533101,0.574912892,0.073170732,-0.826896828,-0.966017978,-0.331446122,-0.524872757,-0.731290528,-0.782874378,1.13257576,-0.030719638,-0.922607571,NA,NA,NA,NA,NA,NA
Terrence Jones Mil - F,0,0,NA,231,0.47,103,19,584,306,59,40,54,0.421602787,0.630662021,0.512195122,0.233449477,0.383275261,0.595818815,0.198606272,0.327526132,0.81533101,-0.404995691,0.078491677,-0.289643943,-0.870827274,-0.47170357,-0.09179189,-0.739460446,-0.561037595,0.559762606,NA,NA,NA,NA,NA,NA
"Tarik Black Hou - F,C",0,0,NA,150,0.512,82,1,383,342,39,30,44,0.153310105,0.794425087,0.393728223,0.142857143,0.132404181,0.665505226,0.080139373,0.170731707,0.777003484,-0.907554399,0.733258923,-0.465213092,-1.167359717,-0.906511724,0.095268032,-0.875115243,-0.892486318,0.250935486,NA,NA,NA,NA,NA,NA
"Montrezl Harrell LAC - F,C",0,0,NA,225,0.652,76,1,527,219,64,20,42,0.390243902,0.986062718,0.355400697,0.142857143,0.317073171,0.320557491,0.222996516,0.087108014,0.745644599,-0.442222262,2.91581641,-0.515375706,-1.167359717,-0.595007375,-0.543853367,-0.705546746,-1.223935041,0.189170062,NA,NA,NA,NA,NA,NA
Mirza Teletovic Mil - F,0,0,NA,156,0.373,35,104,451,162,48,12,13,0.177700348,0.038327526,0.080139373,0.717770035,0.229965157,0.170731707,0.128919861,0.027874564,0.233449477,-0.870327828,-1.433708868,-0.858153568,0.529464819,-0.759412448,-0.840031577,-0.814070584,-1.489094019,-0.706428587,NA,NA,NA,NA,NA,NA
Ian Clark NO - G,0,0,NA,211,0.487,44,61,527,122,90,39,8,0.351916376,0.728222997,0.149825784,0.512195122,0.317073171,0.066202091,0.358885017,0.303135889,0.128919861,-0.529084261,0.343516514,-0.782909647,-0.17891824,-0.595007375,-1.047875934,-0.52919551,-0.594182467,-0.860842147,NA,NA,NA,NA,NA,NA
